171	Tko je uz Lucija Tarkvinija Kolatina postao prvi konzul Rimske Republike 509.g. pr. Kr.?	A=Publije Valerije Publikola	B=Marko Junije Brut	C=Lucije Junije Brut	COR=C
172	Kojeg se rimskog boga smatra bogom podzemlja?	A=Plutona	B=Saturna	C=Jana	COR=A
173	Starorimska cesta Via Gabiniana spajala je Andetrium sa kojim rimskim gradom uz obale Jadrana?	A=Naronom	B=Salonom	C=Jaderom	COR=B
174	Slavoluk kojeg rimskog cara se nalazi u Beneventu?	A=Tita	B=Septimija Severa	C=Trajana	COR=C
175	U rimskoj mitologiji, Saturn ima 3 sina: Jupitera, Neptuna i koga još?	A=Plutona	B=Marsa	C=Merkura	COR=A
176	Koji je talijanski grad, kao luka i važno uporište na Siciliji, u vrijeme rimske republike bio poznat pod imenom Lilibej?	A=Sirakuza	B=Marsala	C=Messina	COR=B
177	Kako se zove rimski bog vina, pandan grčkom Dionizu?	A=Merkur	B=Saturn	C=Bakus	COR=C
178	Kojem su starorimskom rodu pripadali Julije Cezar i Oktavijan?	A=Julijevcima	B=Kornelijevcima	C=Klaudijevcima	COR=A
179	Koje ime je nosio najveći brončani novac kovan za vrijeme rimskog caratva?	A=As	B=Sestercij	C=Dupondij	COR=B
180	Koje ime povezuje nogometne klubove iz Trnave i Moskve te jednog tračkog gladijatora?	A=Dinamo	B=Lokomotiv	C=Spartak	COR=C
181	Tko se predaje i baca oružje pred Gaja Julija Cezara na slavnoj slici Lionela Royera iz 1899.?	A=Vercingetorix	B=Ariovist	C=Ambioriks	COR=A
182	Tko je prema rimskoj mitologiji bio osnivač i prvi kralj Rima?	A=Rem	B=Romul	C=Numa Pompilije	COR=B
183	U kojoj je kulturno umjetničkoj ustanovi navodno ubijen Julije Cezar?	A=Amfiteatru	B=Odeonu	C=Kazalištu	COR=C
184	Kojim latinskim izrazom nazivom deseteročlanu komisiju ili kolegij magistrata u Rimskoj Republici?	A=Decemviri	B=Triumviri	C=Cenzori	COR=A
185	Koji je legendarni i jedan od posljednjih latinskih kraljeva Alba Longe, ujedno i djed osnivača Rima, Romula?	A=Amulije	B=Numitor	C=Latinus	COR=B
186	Koji je rimski pisac i arhitekt napisao djelo '10 knjiga o arhitekturi'?	A=Plinije Stariji	B=Frontin	C=Vitruvije	COR=C
187	Koji latinski naziv se koristio za roba u starom Rimu koji je bio oslobođen?	A=Libertin	B=Peregrin	C=Kolon	COR=A
188	U kojem su talijanskom gradu održane posljednje gladijatorske igre?	A=Ravenni	B=Rimu	C=Milanu	COR=B
189	Na koji se otok sa svojom vojskom iskrcao Julije Cezar 55. i 54.g. pr. Kr.?	A=Siciliju	B=Sardiniju	C=Veliku Britaniju	COR=C
190	Koji se bog u rimskoj i grčkoj mitologiji naziva isto?	A=Apolon	B=Merkur	C=Neptun	COR=A
191	Koje ime su dijelili vođe plemena Dezidijata i Breuka za ilirskog ustanka protiv Rima?	A=Pines	B=Baton	C=Teuta	COR=B
192	Koja je staro-rimska kovanica iznosila pola od vrijednosti jednog denara?	A=Sestercij	B=As	C=Kvinar	COR=C
193	Koji rimski car je bio 4. iz razdoblja 'Pet dobrih careva'?	A=Antonin Pio	B=Hadrijan	C=Marko Aurelije	COR=A
194	Koji mauritanski kralj je pomogao Juliju Cezaru u bitci kod Munde?	A=Bokh II.	B=Bogud	C=Juba I.	COR=B
195	Kako se zvao sin Gaja Julija Cezara kojeg je imao sa posljednjom kraljicom drevnog Egipta, Kleopatrom?	A=Ptolemej XIII.	B=Aleksandar Helios	C=Cezarion	COR=C
196	Na slici Jacoba Abbota iz 1849., Gaj Julije Cezar sa svojom vojskom prelazi koju rijeku?	A=Rubikon	B=Tibar	C=Po	COR=A
197	Koji je francuski grad za vrijeme rimskog carstva nosio ime Lutecija?	A=Lyon	B=Pariz	C=Marseille	COR=B
198	Koliko je planeta sunčeva sustava dobilo ime po rimskim božanstvima?	A=Pet	B=Sedam	C=Šest	COR=C
199	Tko je utjelovio Spartaka u Kubrickovu filmu 'Spartak' iz 1960.?	A=Kirk Douglas	B=Charlton Heston	C=Richard Burton	COR=A
200	Koji hrvatski grad se nalazi na području nekadašnjeg rimskog naselja Cibalae?	A=Sisak	B=Vinkovci	C=Osijek	COR=B
201	Koji se rimski filozof i jedan od najvećih rimskih govornika rodio 106.g. pr. Kr.?	A=Seneka	B=Kvintilijan	C=Ciceron	COR=C
202	Pranećak kojeg slavnog rimskog vojskovođe je bio 1. rimski car August?	A=Julija Cezara	B=Marka Antonija	C=Gneja Pompeja	COR=A
203	Za vrijeme vladavine kojeg rimskog cara je rođen Isus Krist?	A=Tiberija	B=Augusta	C=Klaudija	COR=B
204	7 rimskih brežuljaka su: Palatin, Aventin, Celij, Viminal, Kvirinal, Eskvilin i koji još?	A=Janiculum	B=Pincij	C=Kapitol	COR=C
205	Koji je seleukidski kralj ratovao protiv rimskog carstva te naposlijetku izgubio?	A=Antioh III. Veliki	B=Seleuk IV. Filopator	C=Antioh IV. Epifan	COR=A
206	Koji je antički grad na Siciliji pod rimsku vlast pao 211.g. pr. Kr.?	A=Agrigent	B=Sirakuza	C=Messana	COR=B
207	Kako se zvala greda duga 11m i široka do 3m koju su stari Rimljani koristili u pomorskim bitkama za ukrcavanje na neprijateljski brod?	A=Rostrum	B=Harpax	C=Corvus	COR=C
208	U starom Rimu, kako se zvalo koplje koje je bilo sastavni dio naoružanog rimskog vojnika?	A=Pilum	B=Hasta	C=Pugio	COR=A
209	Koji latinski naziv, preveden kao 'teški bakar', koristimo za rani rimski ljevani novac?	A=Aes signatum	B=Aes Grave	C=Aes rude	COR=B
210	Koje je ime nosilo naselje Cavtat za vrijeme rimskog carstva?	A=Narona	B=Salona	C=Epidaurum	COR=C
211	Kako se zvala klasa građana s najvećim političkim i društvenim pravima u starom Rimu, plemićkog podrijetla?	A=Patriciji	B=Plebejci	C=Ekvestari	COR=A
212	Koji rimski car u svojim zadnjim sekundama života izgovara čuvene riječi 'Kakav umjetnik umire!'?	A=Kaligula	B=Neron	C=Komod	COR=B
213	Koja riječ je u starom Rimu označavala središnji, javni prostor grada te mjesto gdje se odvijao politički, pravni, gospodarski i društveni život?	A=Bazilika	B=Kurija	C=Forum	COR=C
214	Koja se rimska tvrđava prvotno zvala Hadrijanov mauzolej?	A=Anđeoska tvrđava	B=Sant'Angelo in Formis	C=Castel Nuovo	COR=A
215	U rimskoj religiji, od 15 svećenika Flamena, koliko ih je bilo 'velikih'?	A=Pet	B=Tri	C=Sedam	COR=B
216	Kako se zvao starorimski ratni brod sa tri reda vesala?	A=Birema	B=Kvadrirema	C=Trirema	COR=C
217	U vrijeme znano kao 'godina 4 cara', Rimom su vladali Galba, Oton, Vitelije i tko još?	A=Vespazijan	B=Tit	C=Nerva	COR=A
218	Hanibalovo osvajanje i uništavanje kojeg iberskog grada je označilo početak Drugog Punskog rata?	A=Tarraco	B=Sagunta	C=Gades	COR=B
219	Koji bakreni novac s tankom srebrnom prevlakom uvodi Car Dioklecijan kroz svoju novčanu reformu 294.g.?	A=Antoninijan	B=Nummus	C=Follis	COR=C
220	U kojem talijanskom gradu se nalazi 30m visok Trajanov stup podignut u čast pobjede cara Trajana nad dačanima?	A=Rimu	B=Beneventu	C=Napulju	COR=A
221	Koji srebrni novac kroz svoju novčanu reformu 294.g. uvodi Car Dioklecijan?	A=Denar	B=Argenteus	C=Silikva	COR=B
222	Kako se u starom rimu zvao bakreni novac srednje veličine?	A=Dupondij	B=Semis	C=As	COR=C
223	Na teritoriju koje današnje države se nalazilo mjesto Zama, poprište odlučujuće bitke tijekom punskih ratova?	A=Tunis	B=Alžir	C=Libija	COR=A
224	U kojem gradu se nalazi Cestijeva piramida, grobnica Gaja Cestija Epulona?	A=Ostiji	B=Rimu	C=Pompejima	COR=B
225	Kako se zvao drugi rimski kralj, Romulov nasljednik?	A=Tul Hostilije	B=Anko Marcije	C=Numa Pompilije	COR=C
226	Hram u čast kojem rimskom bogu podiže posljednji rimski kralj Tarkvinije 2. Oholi?	A=Jupiteru	B=Marsu	C=Saturnu	COR=A
227	Drevni latinski grad Alba Longa je osnovan podno Albanskih Brda nekih 400.g. prije kojeg grada osnovanog na 7 brežuljaka, svega 20km dalje?	A=Tivolija	B=Rima	C=Veija	COR=B
228	Koje godine prije Krista rimski senat proglašava Julija Cezara doživotnim diktatorom?	A=46.	B=45.	C=44.	COR=C
229	Uz koji današnji turski grad vežemo 'Bitku kod Magnezije' iz 2.st. pr. Kr. Između rimske republike i seleukidskog carstva?	A=Manisa	B=Izmir	C=Bursa	COR=A
230	Kako se zvala jedinica u rimskoj legiji koja je označavala desetinu od ukupnog broja ratnika?	A=Manipul	B=Kohorta	C=Centurija	COR=B
231	Na koliko su ploča napisani prvi rimski zakoni?	A=Deset	B=Četrnaest	C=Dvanaest	COR=C
232	Koji nadimak rimski car Klaudije daje svom sinu nakon što osvoji Britaniju?	A=Britanik	B=Germanik	C=Drusus	COR=A
233	Kraj kojeg, danas isušenog jezera su Rimljani 496.g. pr. Kr dobili najznačajniju bitku u ratu protiv Latinskih legija?	A=Albanskog	B=Regilskog	C=Trasimenskog	COR=B
234	Prema ustroju, stari Rim je se kroz povijest dijelio na carstvo, kraljevstvo i što još?	A=Principat	B=Dominat	C=Republiku	COR=C
235	Koji oblik rimske vojne discipline se provodi ako su svakog desetog vojnika u grupi pogubili članovi njegove kohorte zbog pobune ili dezertiranja.	A=Desetkovanje	B=Fustuarium	C=Degradacija	COR=A
236	Koju su utvrdu ilirskog plemena Delmata rimljani osvojili 155.g. pr. Kr.?	A=Andetrij	B=Delminij	C=Promonu	COR=B
237	Via Domitia, Via Agrippa i Via Aquitania su starorimske ceste izgrađene na području koje današnje države?	A=Italije	B=Španjolske	C=Francuske	COR=C
238	Po kojem rimskom caru ime nosi najveći od svih rimskih slavoluka?	A=Konstantinu 1.	B=Septimiju Severu	C=Titu	COR=A
239	Koji se rimski car bori s Maximusom u Koloseju u filmu 'Gladijator', ali je i po povijesnim činjenicama ostao poznat kao dobar borac, s preko 700 pobjeda u areni?	A=Marko Aurelije	B=Komod	C=Karakala	COR=B
240	Koliko je rimskih careva bilo na vlasti tijekom 1. stoljeća?	A=11	B=15	C=13	COR=C
241	Prvi trgovci iz rimskog carstva koji su dospjeli do Kine su poslani za vrijeme careva Antonina Pia i Marka Aurelija, a tada je kinom vladala koja dinastija?	A=Han	B=Tang	C=Qin	COR=A
242	Koji je starogrčki matematičar i astronom živio u Aleksandriji za rimskog upravljanja Egiptom, a najpoznatiji je po svom djelu Almagest?	A=Hiparh	B=Ptolomej	C=Eratosten	COR=B
243	Koji starogrčki fizičar, astronom i matematičar pomaže sa svojim izumima u obrani Sirakuze protiv Rimljana?	A=Heron	B=Euklid	C=Arhimed	COR=C
244	Za vrijeme kojeg cara rimsko carstvo poprima najveće teritorijalno proširenje?	A=Trajana	B=Hadrijana	C=Septimija Severa	COR=A
245	Rimska provincija Mauretanija se prostirala teritorijem Alžira i koje još današnje države?	A=Tunisa	B=Maroka	C=Libije	COR=B
246	Koja dinastija dolazi na vlast, proglašenjem Vespazijana kao rimskog cara?	A=Julijevsko-klaudijevska	B=Antoninska	C=Flavijevci	COR=C
247	Od svih pet dobrih rimskih careva, koji je vladao najkraće, svega 2 godine?	A=Nerva	B=Hadrijan	C=Antonin Pio	COR=A
248	Koji grad, osnovan od strane Aleksandra Velikog, postaje glavno središte rimske provincije Aegyptus nakon pada Ptolomjeskog kraljevstva 30.g. pr. Kr?	A=Memfis	B=Aleksandrija	C=Peluzij	COR=B
249	Iz kojeg se jezika razvio talijanski jezik, kakvog danas poznajemo?	A=Etruščanskog	B=Oskanskog	C=Latinskog	COR=C
250	29.6. 79-e godine se događa erupcija kojeg vulkana u kojoj napuljski zaljev biva dobrim dijelom uništen?	A=Vezuva	B=Etne	C=Strombolija	COR=A
251	'Italica' je danas važan rimski arheološki lokalitet u Španjolskoj, a malo je poznato da iz tog drevnog grada potječu čak 2 rimska cara, Hadrijan i koji još?	A=Nerva	B=Trajan	C=Antonin Pio	COR=B
252	Koji portugalski grad se naziva i portugalskim Rimom, a sami Rimljani su ga osnovali u 1.st. pr. Kr. pod imenom Bracera Augusta?	A=Porto	B=Coimbra	C=Braga	COR=C
253	Od svih pet dobrih rimskih careva, koji je vladao najduže, čak 23 godine?	A=Antonin Pio	B=Hadrijan	C=Marko Aurelije	COR=A
254	Rimsko kapitolijsko trojstvo čine božanstva Jupiter, Junona i tko još?	A=Vesta	B=Minerva	C=Dijana	COR=B
255	U kojem hrvatskom gradu se nalazi najveći rimski forum na istočnoj strani Jadrana?	A=Puli	B=Splitu	C=Zadru	COR=C
256	Koji su naziv stari Kinezi koristili za antički Rim?	A=Daqin	B=Da Yuan	C=Anxi	COR=A
257	Rimska božica ljubavi je rimskom bogu rata rodila kojeg boga požude i privlačnosti?	A=Himena	B=Kupida	C=Merkura	COR=B
258	Herkulova žena na zemlji je bila Megara, a tko mu je bila žena kada je postao jedan od bogova?	A=Omfala	B=Minerva	C=Juventas	COR=C
259	Koliko daleko su Rimljani prodirali na istok, govori i činjenica da su upravljali i antičkim gradom Dura-Europos, kojeg su osnovali Seleukidi na kojoj velikoj mezopotamijskoj rijeci?	A=Eufrat	B=Tigris	C=Oront	COR=A
260	Titov slavoluk u Rimu slavi uništenje i paljenje kojeg grada u Judeji?	A=Cezareje	B=Jeruzalema	C=Jafe	COR=B
261	Septimije Sever i Konstancije I. Klor bili su rimski carevi koji su umrli u kojem današnjem engleskom gradu, ako znamo da se tada zvao Eboracum?	A=Londonu	B=Chesteru	C=Yorku	COR=C
262	Kako se zvao veliki vojskovođa Partskog carstva koji je u bitci kod Harana 53.g. pr. Kr. porazio Marka Licinija Krasa i Rimu nanio katastrofalan poraz?	A=Surena	B=Pacor I.	C=Orodes II.	COR=A
263	Koji je od trojice rimskih careva iz flavijevske dinastije vladao najkraće, točnije 2 godine?	A=Vespazijan	B=Tit	C=Domicijan	COR=B
264	Koji današnji grad su Rimljani prvo razorili 70.g. te ga ponovno uspostavili 135.g. i dali mu ime Aelia Capitolina?	A=Cezareja	B=Antiohija	C=Jeruzalem	COR=C
265	Uz koju talijansku planinu vežemo Spartakov robovski ustanak i uništenje grada Pompeja?	A=Vezuv	B=Etna	C=Monte Cassino	COR=A
266	Koji je rimski vojskovođa najzaslužniji za pobjedu nad legijama cara Vitelija te za Vespazijanov dolazak na vlast?	A=Mucijan	B=Antonije Prim	C=Petilije Cerial	COR=B
267	Za vladavine kojeg rimskog cara je započeta izgradnja Koloseuma?	A=Tit	B=Domicijan	C=Vespazijana	COR=C
268	Koji su građevni materijal stari Rimljani dobivali miješajući vulkanski pepeo sa gašenim vapnom, čija je čvrstoća očuvala mnoge rimske građevine do danas, a padom tog carstva se na tehniku zaboravilo sve do 18-og stoljeća?	A=Beton	B=Mort	C=Terakotu	COR=A
269	Koje kraljevstvo je porazio car Trajan kada je kao plijen sa sobom u Rim odvezao 165 tona zlata i 331 tonu srebra, koje je bilo skriveno ispod rijeke Strei?	A=Partsko	B=Dačko	C=Nabatejsko	COR=B
270	Prezime kojeg američkog glumca i hrvača možemo poistovjetiti sa večernjim objedom iz starog Rima?	A=Reigns	B=Johnson	C=Cena	COR=C
271	Tko je bio prvi rimski car koji je titulu naslijedio izravno od svog biološkog oca, cara Vespazijana?	A=Tit	B=Domicijan	C=Tiberije	COR=A
272	Koja se srijemska svetica i mučenica, spaljena na lomači za Dioklecijanova progona kršćana, u Zadru slavi kao sv. Stošija?	A=Irena	B=Anastazija	C=Agata	COR=B
273	S kojim su kraljevstvom na području današnjeg Sudana stari rimljani imali niz vojnih sukoba prije nego je car August sklopio mir?	A=Aksum	B=Nabatija	C=Kuš	COR=C
274	Prvi židovsko - rimski rat se odvijao u kojoj tadašnjoj rimskoj provinciji?	A=Judeji	B=Siriji	C=Arabiji Petreji	COR=A
275	Kojeg su rimskog cara, iz doba dobrih careva, nazivali i carem-filozofom?	A=Hadrijana	B=Marka Aurelija	C=Antonina Pija	COR=B
276	U kojem stoljeću Rimljani grade Hadrijanov i Antoninov zid u Britaniji?	A=1.	B=3.	C=2.	COR=C
277	Tko je osam godina bio suvladar rimskog carstva s carem Markom Aurelijem?	A=Lucije Ver	B=Komod	C=Antonin Pio	COR=A
278	Koju prijestolnicu partskog kraljevstva na rijeci Tigris rimski car Trajan osvaja 116.g.?	A=Seleukiju	B=Ktezifon	C=Hatra	COR=B
279	Rimsko carstvo je imalo doticaj sa čak dva oceana, Atlantskim i kojim još?	A=Arktičkim	B=Tihim	C=Indijskim	COR=C
280	Koji otok 43.godine iza Krista anektira vojskovođa i budući car Vespazijan, a danas je poznat kao najveći otok pod upravom države Engleske?	A=Wight	B=Man	C=Anglesey	COR=A
281	Koliko je sinova rimskog cara Vespazijana nakon njegove smrti postalo carevima?	A=Jedan	B=Dva	C=Tri	COR=B
282	Koja kraljica iz kraljevstva Kuš (današnji Sudan) je odbijala rimske napade te naposlijetu s njima sklopila mir?	A=Kandaka Amanitore	B=Šanakdakhete	C=Amanirenas	COR=C
283	Tiša bA'v je najžalosniji dan u židovskom kalendaru tijekom kojeg se, između ostalog, posti i žaluje zbog rimskog spaljivanja 'drugog hrama' u kojem gradu?	A=Jeruzalemu	B=Hebronu	C=Cezareji	COR=A
284	Koji su grad Rimljani nazivali 'urbs aeterna' i 'caput mundi'?	A=Konstantinopol	B=Rim	C=Aleksandriju	COR=B
285	Koju riječ su stari Rimljani koristili za most?	A=Porta	B=Via	C=Pons	COR=C
286	Antinous je bio mladi simpatizer rimskog cara Hadrijana kojeg je nakon dušenja u Nilu Hadrijan proglasio božanstvom te mu u čast podigao koji grad u srednjem Egiptu?	A=Antinoopolis	B=Hadrianopolis	C=Naukratis	COR=A
287	Ime koje rimske božice mladosti povezujemo sa 'starom damom' iz Torina?	A=Vesta	B=Juventas	C=Minerva	COR=B
288	Koji je rimski vojskovođa osvojio i spalio Jeruzalem 70.g. da bi kasnije postao i carem?	A=Vespazijan	B=Domicijan	C=Tit	COR=C
289	Koji je španjolski grad prvotno osnovan kao vojni logor 6. rimske legije Victix a danas se nalazi i na putu sv. Jakova?	A=Leon	B=Lugo	C=Astorga	COR=A
290	Ako svratimo u Kumrovec, tamo ćemo pronaći ime na spomeniku i u rodnoj kući koje bi nas moglo podsjetiti na kojeg rimskog cara?	A=Nerona	B=Tita	C=Augusta	COR=B
291	Koji je katolički svetac i srijemski biskup pogubljen u vrijeme Dioklecijanovih progona kršćana na antičkom mostu Basentis, u blizini današnje Srijemske Mitrovice?	A=Demetrije	B=Polion	C=Irenej	COR=C
292	'Zar i ti, sine Brute' je uzrečica koju je pri smrti izgovorio koji rimski vojskovođa?	A=Julije Cezar	B=Gnej Pompej	C=Marko Antonije	COR=A
293	Na području kojeg su današnjeg hrvatskog grada rođena dva rimska cara, Valentinijan I. i Valens?	A=Sisak	B=Vinkovci	C=Solin	COR=B
294	Kako nazivamo proces širenja rimskog jezika, prava, kulture i načina života na osvojene narode?	A=Helenizacija	B=Latinizacija	C=Romanizam	COR=C
295	Dan 22.11.1738.g. se smatra rođendanom klasične arheologije jer su tada započela iskapanja kojeg starorimskog grada uništenog u erupciji Vezuva?	A=Herkulaneja	B=Pompeja	C=Stabija	COR=A
296	Rimski carevi Decije, Aurelijan, Prob i Maksimijan su svi rođeni na području kojeg današnjeg srpskog grada?	A=Niša	B=Srijemske Mitrovice	C=Beograda	COR=B
297	Tko je bio prvi rimski car koji je bio ilirskog porijekla, a ujedno i prvi progonitelj kršćana na našim područjima te prvi car koji je poginuo u bitci?	A=Klaudije II.	B=Aurelijan	C=Decije	COR=C
298	Koji su veliki otok u Atlantskom oceanu stari Rimljani zvali Hibernia?	A=Irska	B=Velika Britanija	C=Man	COR=A
299	Koji je katolički svetac i biskup antiohijski bio prognan od strane rimskog cara Trajana te usmrćen u Koloseumu, gdje je bačen lavovima?	A=Polikarp Smirnski	B=Ignacije Antiohijski	C=Klement Rimski	COR=B
300	Koliko je Oscara osvojio 'Gladijator', film Ridleyja Scotta iz 2000.g.?	A=4	B=6	C=5	COR=C
301	Ako sudimo po veličini planeta, koji rimski bog ispada najmanji?	A=Merkur	B=Mars	C=Neptun	COR=A
302	Koji broj dobijemo kad zbrojimo zadatke koje je Herkul morao ispuniti za oprost teških grijeha sa brojem ploča na kojima su pisani prvi rimski zakoni?	A=22	B=24	C=26	COR=B
303	Prvu crkvu na svijetu posvećenu Blaženoj Djevici Mariji sagradio je apostol Jakov u Caesaraugusti, starorimskom gradu na čijem području se danas nalazi koji španjolski grad, inače veliko marijansko svetište?	A=Toledo	B=Tarragona	C=Zaragoza	COR=C
304	2015.g. je osnovana gaming platforma koja svoje ime dijelom duguje kojoj rimskoj božici svađe i razdora?	A=Diskordija	B=Bellona	C=Nemesis	COR=A
305	U kojem stoljeću prije Krista nastaje Rimsko Carstvo?	A=2.	B=1.	C=3.	COR=B
306	Koja je utvrda u 1. židovsko - rimskom ratu ostala upamćena po masovnom samoubojstvu njenih branitelja, žena i djece?	A=Herodij	B=Macheront	C=Masada	COR=C
307	Koja ptica se u starom Rimu koristila kao glavni znak rimskih legija?	A=Orao	B=Sokol	C=Gavran	COR=A
308	Pred kojim zidom Židovi oplakuju rimsko razaranje drugog jeruzalemskog hrama koje se dogodilo 70.g.?	A=Zidom Hrama	B=Zidom plača	C=Aurelijanovim zidom	COR=B
309	Na rimskom forumu u Zadru danas se nalazi koja crkva?	A=Sv. Krševana	B=Sv. Stošije	C=Sv. Donata	COR=C
310	Koliko rimskih careva potječe iz flavijevske dinastije?	A=3	B=2	C=4	COR=A
311	U starom Rimu, doručak je bio lentaculum, večera je bila cena, a ručak?	A=Gustatio	B=Prandium	C=Secunda mensa	COR=B
312	Koji je rimski car promijenio ime grada Rima te svih 12 mjeseci u godini, što je ispravljeno i vraćeno na staro odmah nakon njegove smrti?	A=Neron	B=Domicijan	C=Komod	COR=C
313	Neron je prvi uveo porez na otkup urina iz javnih rimskih toaleta, a koji je car iza njega tu politiku nastavio koristeći uzrečicu 'pecunia non olet', što u prijevodu znači 'novac ne smrdi'?	A=Vespazijan	B=Komod	C=Prandium	COR=A
314	U televizijskoj seriji iz 2006.g.,u produkciji HTV-a, se prikazuje koliko 'ludih rimskih careva'?	A=3	B=4	C=5	COR=B
315	Tko je bio posljednji iz plejade rimskih careva koji su vladali u 'godini 4 cara', točnije u 69-oj poslije Krista?	A=Decije	B=Amanirenas	C=Vespazijan	COR=C
316	U godini 69. Vladala su 4 rimska cara, a koji od njih je za svog života vladao najkraće, točnije, samo 3 mjeseca?	A=Oton	B=Mir	C=Rimskim	COR=A
317	Pax Romana na latinskom prevodimo kao Rimski što?	A=Oton	B=Mir	C=Rimskim	COR=B
318	I, V, X, L i C nazivamo kakvim brojevima?	A=Mir	B=Lugo	C=Rimskim	COR=C
319	Središte kojeg španjolskog grada je u potpunosti okruženo s više od 2km rimskih zidina iz 3.st., a ime nosi po keltskom bogu svjetlosti te ga poistovjećujemo s malenim šumarkom ili ostacima nakon izgaranja?	A=Lugo	B=Rimskim	C=Arhimed	COR=A
320	'Noli turbare circulos meos' je uzrečica koju uzvikuje koji slavni grčki matematičar prije pogibije od rimske ruke?	A=Lugo	B=Arhimed	C=Pompeja	COR=B
321	Ostaci kojeg su starorimskog grada slučajno otkriveni u 16.st ispod debelog sloja pepela?	A=Arhimed	B=Lugo	C=Pompeja	COR=C
322	Na koliko kontinenta se prostiralo rimsko carstvo?	A=3	B=2	C=4	COR=A
323	Opsada kojeg grada na bliskom istoku se događala 70-e, 1099-e i 1187-e godine?	A=Trier	B=Jeruzalema	C=Coimbra	COR=B
324	Trajanov most iz 105.g., inače najduži most ikad napravljen u rimskom carstvu, bio je duži od 1 km, a da je ostao do danas spajao bi Rumunjsku sa kojom državom?	A=Antoninov zid	B=Pompeja	C=Srbijom	COR=C
325	Koji rimski zid spaja Firth of Forth sa Firth of Clyde?	A=Antoninov zid	B=Srbijom	C=Kaledonija	COR=A
326	Najočuvanija te najveća starorimska gradska vrata na svijetu, imena Porta Nigra, se nalaze u kojem njemačkom gradu, gdje su i danas nezaobilazna turistička atrakcija?	A=Jeruzalema	B=Trier	C=Coimbra	COR=B
327	Kako su nekada stari Rimljani nazivali područje današnje Škotske?	A=Plinije	B=Antoninov zid	C=Kaledonija	COR=C
328	Po kojem starorimskom državniku i filozofu, koji je detaljno opisao erupciju Vezuva, znanstvenici danas nazivaju najjači tip vulkanske erupcije?	A=Plinije	B=Kaledonija	C=Dunav	COR=A
329	Najduži most napravljen za vrijeme rimskog carstva (Trajanov most) bio je duži od jednog kilometra. Konstruirao ga je Apolodor iz Damaska. Služio je za napad na Dačko kraljevstvo, a premošćivao je koju rijeku?	A=Plinije	B=Dunav	C=Kaledonija	COR=B
330	Koji su današnji srpski grad Rimljani poznavali kao Sirmium?	A=Cabo de Roca	B=Sv. Donata	C=Srijemska Mitrovica	COR=C
331	Forum kojeg rimskog cara je započet s izgradnjom 107.g., a završen 112.g., ujedno i najvećih od svih?	A=Trajanov	B=Optimus	C=Dunav	COR=A
332	Rimski senat caru Trajanu dodjeljuje koji naslov, koji mi možemo prevesti kao 'najbolji'?	A=Trajanov	B=Optimus	C=Seres	COR=B
333	Koji su naziv stari Rimljani koristili za Kinu, zemlju svile?	A=Optimus	B=Eufrazija	C=Seres	COR=C
334	Koja je katolička svetica i čudotvorka umrla u 30-oj godini života kao redovnica u Egiptu, a rodila se u senatorskoj obitelji u Carigradu te bila rodbinski povezana sa carem Teodezijem?	A=Eufrazija	B=Seres	C=Plinije stariji	COR=A
335	Koji antički rimski pisac i ugledni znanstvenik pogiba u erupciji vulkana Vezuva?	A=Eufrazija	B=Plinije stariji	C=Vitelije	COR=B
336	U godini 69. Rimom vladaju 4 cara, a koji od njih je te godine na vlasti bio najduže, točnije 8 mjeseci?	A=Plinije stariji	B=Eufrazija	C=Vitelije	COR=C
337	U kojem stoljeću prije Krista nastaje Rimska Republika?	A=6.	B=5 .	C=7 .	COR=A
338	Za vladavine kojeg rimskog cara se dogodila velika erupcija Vezuva u kojoj su Pompeji totalno uništeni?	A=Vitelije	B=Tita	C=Židovi	COR=B
339	Nakon ubojstva rimskog cara Domicijana nestaje flavijevska dinastija, a dolaze godine u kojima vlada koliko 'dobrih careva'?	A=4	B=6	C=5	COR=C
340	'Fiscus Judaicus' je bio nametnuti porez u starom Rimu kojeg je plaćala samo jedna etnoreligijska skupina. Koja?	A=Židovi	B=Kršćani	C=Samarićani	COR=A
341	U kojoj su današnjoj državi stari Rimljani osnovali gradove Emerita Augusta, Tarraco i Hispalis?	A=Portugal	B=Španjolska	C=Francuska	COR=B
342	Vallum Hadriani i Vallum Antonini su zidine koje i danas možemo vidjeti na kojem otoku?	A=Irska	B=Sicilija	C=Velika Britanija	COR=C
343	Koliko je bilo bitki kod Bedrijaka u blizini današnje Cremone, tijekom građanskog rata te sukoba careva Otona, Vitelija i Vespazijana?	A=2	B=1	C=3	COR=A
344	Na ušću u Atlantski ocean koje škotske rijeke se nalazi najveći škotski grad Glasgow te početak starorimskog Antoninova zida?	A=Tay	B=Clyde	C=Forth	COR=B
345	U HTV-ovoj TV seriji 'Ludi rimski carevi', kroz 4 epizode se prikazuju carevi Kaligula, Neron, Komod i koji još?	A=Tiberije	B=Domicijan	C=Elagabal	COR=C
346	Najzapadnija točka kontinentalne Europe je nekada bila i najzapadnija točka rimskog carstva. Rimljani su taj rt poznavali kao Promontorium Magnum, a kako se on danas zove?	A=Cabo de Roca	B=Cabo da Roca Pequeno	C=Cabo Espichel	COR=A
